Wavelengths,Rrs_sr-1,MEM_PUW,MEM_LowC,MEM_CDOM,MEM_CDOM-Chl,MEM_Chl,MEM_TSM,MEM_TSM-CDOM,MEM_TSM-Chl,MEM_HighC
910,0.000742599,9.40E-07,0.000179693,0.000179389,0.001397202,0.001399695,0.006421962,0.006410005,0.007968888,0.007954129
911,0.000730649,9.23E-07,0.000177187,0.000176895,0.001376106,0.0013785,0.006330402,0.006318902,0.007853539,0.00783934
912,0.000718912,9.06E-07,0.00017455,0.00017427,0.001353984,0.001356278,0.006233576,0.006222537,0.007731711,0.007718079
913,0.000706078,8.88E-07,0.000171699,0.000171431,0.001330165,0.001332358,0.006128232,0.006117666,0.007599386,0.007586338
914,0.00069273,8.69E-07,0.000168613,0.000168357,0.001304492,0.00130658,0.006013566,0.006003491,0.007455568,0.007443123
915,0.000678526,8.49E-07,0.00016534,0.000165096,0.001277362,0.001279344,0.005891483,0.005881905,0.007302604,0.00729077
916,0.000663942,8.28E-07,0.000161944,0.000161712,0.0012493,0.001251177,0.005764499,0.005755416,0.007143597,0.007132372
917,0.000647029,8.07E-07,0.000158447,0.000158228,0.001220499,0.001222273,0.005633549,0.005624954,0.0069797,0.006969076
918,0.000630293,7.86E-07,0.000154846,0.000154639,0.001190936,0.001192608,0.005498512,0.005490401,0.006810763,0.006800734
919,0.000613959,7.64E-07,0.000151092,0.000150897,0.001160216,0.001161787,0.005357477,0.005349847,0.006634419,0.006624983
920,0.000595832,7.41E-07,0.00014709,0.000146907,0.001127599,0.001129068,0.00520682,0.005199678,0.006446181,0.006437345
921,0.000577876,7.17E-07,0.000142829,0.000142658,0.001093001,0.001094368,0.005046134,0.005039484,0.006245539,0.006237311
922,0.000558906,6.92E-07,0.000138363,0.000138205,0.001056882,0.001058147,0.004877665,0.004871506,0.00603527,0.006027646
923,0.000539437,6.67E-07,0.000133771,0.000133624,0.001019868,0.001021034,0.004704485,0.004698804,0.005819169,0.005812135
924,0.000519685,6.41E-07,0.000129091,0.000128956,0.000982292,0.000983363,0.004528248,0.004523029,0.005599289,0.005592825
925,0.000499994,6.16E-07,0.000124364,0.00012424,0.000944461,0.000945442,0.00435049,0.004345714,0.005377535,0.005371617
926,0.000481077,5.90E-07,0.00011966,0.000119546,0.000906945,0.00090784,0.004174027,0.004169667,0.005157403,0.005152001
927,0.000461003,5.65E-07,0.000115057,0.000114953,0.000870359,0.000871175,0.004001899,0.003997926,0.004942672,0.004937747
928,0.000442024,5.41E-07,0.000110576,0.000110481,0.000834847,0.000835591,0.003834844,0.003831226,0.004734265,0.004729781
929,0.00042387,5.18E-07,0.000106246,0.000106159,0.000800636,0.000801313,0.003673989,0.003670697,0.00453359,0.004529511
930,0.00040575,4.96E-07,0.000102078,0.000101999,0.000767808,0.000768425,0.00351976,0.003516766,0.004341187,0.004337476
931,0.000388236,4.75E-07,9.81E-05,9.80E-05,0.000736357,0.000736918,0.003372136,0.003369412,0.004157034,0.004153658
932,0.000371132,4.55E-07,9.42E-05,9.42E-05,0.00070621,0.000706721,0.003230782,0.003228305,0.003980723,0.003977653
933,0.000355523,4.35E-07,9.05E-05,9.05E-05,0.000677256,0.000677722,0.003095167,0.003092914,0.003811601,0.00380881
934,0.000341907,4.17E-07,8.69E-05,8.69E-05,0.000649371,0.000649794,0.002964691,0.002962643,0.003648928,0.003646392
935,0.000328985,3.99E-07,8.35E-05,8.34E-05,0.000622437,0.000622822,0.002838797,0.002836937,0.003492016,0.003489713
936,0.000316593,3.81E-07,8.01E-05,8.01E-05,0.000596364,0.000596714,0.002717053,0.002715366,0.003340333,0.003338244
937,0.000302471,3.64E-07,7.68E-05,7.68E-05,0.000571098,0.000571416,0.002599203,0.002597673,0.003193563,0.00319167
938,0.000288498,3.48E-07,7.37E-05,7.36E-05,0.000546623,0.000546911,0.002485175,0.00248379,0.003051619,0.003049906
939,0.000275119,3.32E-07,7.06E-05,7.05E-05,0.000522956,0.000523217,0.002375056,0.002373803,0.002914608,0.002913059
940,0.000262737,3.17E-07,6.76E-05,6.76E-05,0.000500136,0.000500372,0.002269028,0.002267896,0.002782756,0.002781357
941,0.00025108,3.02E-07,6.47E-05,6.47E-05,0.000478204,0.000478418,0.00216729,0.002166268,0.002656304,0.002655041
942,0.000240387,2.88E-07,6.20E-05,6.20E-05,0.000457186,0.000457379,0.002069959,0.002069035,0.002535396,0.002534256
943,0.000230549,2.75E-07,5.93E-05,5.93E-05,0.000437073,0.000437248,0.001976983,0.001976149,0.002419964,0.002418935
944,0.000220087,2.62E-07,5.68E-05,5.68E-05,0.000417805,0.000417963,0.001888069,0.001887316,0.002309641,0.002308713
945,0.000209672,2.50E-07,5.44E-05,5.43E-05,0.000399261,0.000399404,0.001802633,0.001801954,0.002203704,0.002202867
946,0.000200187,2.38E-07,5.20E-05,5.20E-05,0.000381256,0.000381385,0.001719793,0.001719182,0.00210106,0.002100307
947,0.000191496,2.27E-07,4.96E-05,4.96E-05,0.000363552,0.000363668,0.001638418,0.001637868,0.002000316,0.001999639
948,0.000181418,2.15E-07,4.73E-05,4.73E-05,0.000345879,0.000345984,0.001557242,0.001556751,0.001899915,0.00189931
949,0.000172037,2.04E-07,4.49E-05,4.49E-05,0.000327981,0.000328073,0.001475059,0.001474623,0.001798377,0.001797841
950,0.000162557,1.92E-07,4.24E-05,4.24E-05,0.000309666,0.000309747,0.001391,0.001390617,0.001694643,0.001694172
